question_id,group_question_id,question_text,correct_answer,ans_1,ans_2,ans_3,ans_4
test12_57,test12_part5_8,Only the candidates who meet the _____standards for the scholarship application from the Foundation will be given grants.,3,(A) anxious,(B) cautious,(C) rigorous,(D) spacious
test12_58,test12_part5_9,Computer suppliers interested in participating in the bidding must request a list of_____ requirements for procurement.,4,(A) technically,(B) technicality,(C) technician,(D) technical
test12_59,test12_part5_10,"During his tour of the newly constructed building, Mr. Pierce was _____by some staff members of the engineering office.",2,(A) accompany,(B) accompanied,(C) accompanies,(D) accompanying
test12_60,test12_part5_11,The city created several bike lanes in order to encourage citizens to decline driving to work _____ biking instead.,2,(A) in regard to,(B) in favor of,(C) in terms of,(D) in spite of
test12_61,test12_part5_12,An experienced store manager considers customer _____ a useful means of improving the services of his or her company.,1,(A) suggestions,(B) to suggest,(C)suggesting,(D)suggested
test12_62,test12_part5_13,Supervisors are required to submit progress reports to the senior project manager on a monthly_____.,4,(A) basing,(B) based,(C)base,(D)basis
test12_63,test12_part5_14,"To keep the baking ingredients organized, make sure that the containers in the kitchen are labeled _____.",3,(A) corrected,(B) correctable,(C)correctly,(D)correcting
test12_64,test12_part5_15,The local government has conducted an investigation to _____ the cause of the fire in Charlton Residences.,2,(A) progress,(B) determine,(C)elevate,(D)found
test12_65,test12_part6_1,Question 65,1,"(A) With this product, you are taking the first step to protecting your family’s history.",(B)Uploading all your favorite pictures to a shared album is easier than you think.,(C)No other online ancestry program on the market is as reliable as ours.,(D)This is the most user-friendly photo editing software on the market.
test12_66,test12_part6_1,Question 66,4,(A) develop,(B)send,(C)pose,(D)preserve
test12_67,test12_part6_1,Question 67,3,(A) simplistic,(B)simplify,(C)simply,(D)simple
test12_68,test12_part6_1,Question 68,3,(A) Nevertheless,(B)Meanwhile,(C)Otherwise,(D)Thus
test12_69,test12_part6_2,Question 69,3,(A) retrieval,(B)motivation,(C)transmission,(D)agreement
test12_70,test12_part6_2,Question 70,2,(A) Please check your sent message folder to verify.,"(B)Unfortunately, the cause of the error is unknown.",(C)There have been some interruptions to our Internet service recently.,(D)We cannot confirm that the address is a valid one.
test12_71,test12_part6_2,Question 71,4,(A) has been deleting,(B)be deleting,(C)to be deleted,(D)has been deleted
test12_72,test12_part6_2,Question 72,1,(A) any,(B)his,(C)their,(D)other
test12_73,test12_part7_1,What is the purpose of this letter?,3,(A)To offer discounted items,(B)To recruit new employees,(C)To announce renovations,(D)To introduce new online features
test12_74,test12_part7_1,What is stated about the store?,2,(A)It is temporarily moving to a new location.,(B)It has products available online.,(C)It sells items from around the world.,(D)It will extend its hours during the fall.
test12_75,test12_part7_1,"In which of the positions marked [1], [2], [3] and [4] does the following sentence best belong?
“This will allow us to display more items in the showroom and keep more items in stock.”",2,(A)[1],(B)[2],(C)[3],(D)[4]
test12_76,test12_part7_2,What is the purpose of the advertisement?,1,(A)To promote a fitness center,(B)To recruit personal fitness instructors,(C)To announce a sports competition,(D)To publicize a self-improvement magazine
test12_77,test12_part7_2,What information is NOT provided in the advertisement?,3,(A)How to register,(B)How the program is designed,(C)What the monthly payment is,(D)When the offer expires
test12_78,test12_part7_2,What will happen after September 1st?,2,(A) A more flexible exercise program will start.,(B) New applicants will no longer receive a special discount.,(C) A flexible payment plan will become available.,(D) The price of the membership will be reduced.
test12_79,test12_part7_3,What is the purpose of the letter?,2,(A)To cancel a business contract,(B)To present information to a potential customer,(C)To confirm a business meeting,(D)To announce a new branch office
test12_80,test12_part7_3,What is the subject of the next presentation?,3,(A)How to hire quality professionals,(B)How to downsize a business effectively,(C)How to sustain business in a bad economy,(D)How to keep existing customers
test12_81,test12_part7_3,What is one advantage to the clients who do business with Stratford Advertising Agency?,1,(A)They can focus on other business matters.,(B)They have access to conveniently located branch offices.,(C)They can regularly consult with the representatives by telephone.,(D)They can receive a free video series.
test12_82,test12_part7_3,"In which of the positions marked [1], [2], [3] and [4] does the following sentence best belong?
“If you choose to enter into a relationship with us, your company will enjoy this together with several other benefits.”",2,(A)[1],(B)[2],(C)[3],(D)[4]
test12_83,test12_part7_4,What is being advertised?,1,(A)An office interior design service,(B)A home-landscaping businesses,(C)A course in floral design,(D)A book on interior design
test12_84,test12_part7_4,What does Office Decor Inc. NOT advertise in the notice?,3,(A)A wide choice of design options,"(B)Free consultation for new customers",(C)Shipment of imported flowers,(D)An in-house design team
test12_85,test12_part7_4,"The word “considering” in paragraph 1 line 1, is closest in meaning to",4,(A)working on,(B)regarding,(C)recognizing,(D)thinking about
test12_86,test12_part7_4,What special offer is mentioned?,3,(A)Second office for 25% off,(B)Discounted office furniture,(C)Free flower arrangement,(D)Wallpaper at half price
test12_87,test12_part7_5,What is the announcement about?,3,(A)A trip to Mexico,(B)Dishes that are being sold at a discount,(C)A restaurant opening for business,(D)Changes to a schedule
test12_88,test12_part7_5,What is suggested about Pedro’s Cantina?,1,(A)It is closed on Mondays.,(B)It has locations throughout South Carolina.,(C)It features live music daily.,(D)It has a large kitchen staff.
test12_89,test12_part7_6,Who is Mike Bunders?,1,(A)An entertainer,(B)A singer,(C)A manager,(D)A producer
test12_90,test12_part7_6,"At 1:38 P.M., what does Ms. Ammon mean when she writes, “That’s great!”?",2,(A)She will call the broadcasting studio.,(B)She will watch the show tomorrow night.,(C)She will work overtime at 9 P.M.,(D)She will give some information to him.
test12_91,test12_part7_7,Why does Mr. Hays write to Ms. Shirey?,4,(A)To find out the dimensions of a garage,(B)To request a list of houses in his price range,(C)To inform her that he wishes to purchase a house,(D)To inquire about a specific property
test12_92,test12_part7_7,What problem does Mr. Hays have?,2,(A)His house is too far from his workplace.,(B)He is unsure about the price.,(C)He must purchase a house quickly.,(D)He could not find Ms. Shirey’s office.
test12_93,test12_part7_7,What does Mr. Hays ask Ms. Shirey to do?,4,(A)Help him sell her house,(B)Find out if her client will lower the price of the house,(C)Recommend a bank to finance the purchase of the house,(D)Arrange a tour of the inside of the house
test12_94,test12_part7_7,"According to the e-mails, what piece of information contains an error?",3,(A)A blueprint of a garage,(B)A listing on the real estate’s website,(C)A flyer at the property,(D)An address mentioned in an e-mail
test12_95,test12_part7_7,What does Ms. Shirey request to Mr. Hays?,1,(A)Information about his schedule,(B)A description of the type of the house he wants to buy,(C)His mobile telephone number,(D)A pre-approval letter from a bank
test12_96,test12_part7_8,What is the Magic Cabinet?,3,(A)A dance show in National Culture Center,"(B)A movie at the Pantages Theater",(C)A play by Bridget Darcy,(D)A musical by Kelly Peel
test12_97,test12_part7_8,Why is Gerry Knight mentioned in the program?,1,(A)He gave money to the Pantages Theater.,(B)He manages the National Culture Center.,(C)He was one of the actors in the Magic Cabinet.,(D)He is a new director at the theater.
test12_98,test12_part7_8,Why does Samantha Kee want to have lunch with April Wells?,2,(A)To celebrate a recent success,(B)To discuss a new project,(C)To offer April Wells a role in a film,(D)To introduce Kelly Peel
test12_99,test12_part7_8,What actor did Samantha Kee refer to in her letter?,3,(A)Lee Jones,(B)Patricia Cleo,(C)Chris Clinton,(D)Jim Prentice
test12_100,test12_part7_8,What does Samantha Kee ask April Wells to do?,2,(A)Visit her office next week,(B)Telephone her before October 5,(C)Meet her at the Pantages Theater,(D)Introduce her to the performance director
