question_id,group_question_id,question_text,correct_answer,ans_1,ans_2,ans_3,ans_4
test18_54,test18_part5_5,"______ the outdated equipment is replaced with state-of-the-art machinery, productivity will be more than double.",3,(A) Whether,(B) Later,(C) When,(D) Momentarily
test18_55,test18_part5_6,A certificate of ______ was given to the participants in the public speaking skills course.,1,(A) accomplishment,(B) accomplish,(C) accomplished,(D) accomplishing
test18_56,test18_part5_7,City politicians will debate the ______ issue at the town hall meeting so that voters can have a better understanding of it.,3,(A) competent,(B) observant,(C) complicated,(D) indecisive
test18_57,test18_part5_8,The successful candidate will be contacted by an HR representative once the hiring committee makes its ______ decision.,3,(A) disposable,(B) numerous,(C) final,(D) portable
test18_58,test18_part5_9,This palace was______ used for public ceremonies and celebrations.,1,(A) traditionally,(B) traditional,C) tradition,(D) traditions
test18_59,test18_part5_10,"After the tellers at Stewart Bank underwent extensive training, they treated the customers ______.",1,(A) more courteously,(B) courteous,(C) most courteous,(D) courtesy
test18_60,test18_part5_11,The path through Morrison Park was constructed not only for cyclists ______ joggers.,1,(A) but also,(B) though,(C) in addition to,(D) neither
test18_61,test18_part5_12,"Because the team was already behind schedule, the manager did not ______ to Ms. Norton’s vacation request.",3,(A) accept,(B) ensure,(C) consent,(D) finalize
test18_62,test18_part5_13,A gate agent at the airport announced a flight ______ caused by severe weather at the destination.,3,(A) canceling,(B) cancels,(C) cancellation,(D) cancel
test18_63,test18_part5_14,The negotiators made a few minor changes to the contract to make the terms ______ to both parties.,1,(A) agreeable,(B) agreement,(C) agree,(D) agreeing
test18_64,test18_part5_15,"Through his extensive research into acquiring language skills, Dr. Harvey Ward has proven ______ to be a leader in the field.",3,(A) he,(B) his,(C) himself,(D) him
test18_65,test18_part6_1,Question 65,4,(A) functionally,(B)functional,(C)to function,(D)is functioning
test18_66,test18_part6_1,Question 66,1,(A)problem,(B)charge,(C)meeting,(D)decision
test18_67,test18_part6_1,Question 67,2,(A)Turning your computer off and back on wonâ€™t address the issue.,(B)Also tell us what you were doing immediately prior to it.,"(C)Moreover, improper connections could be responsible for the error.",(D)We will try to answer any questions you have about your device.
test18_68,test18_part6_1,Question 68,4,(A) casually,(B) collectively,(C) frequently,(D) promptly
test18_69,test18_part6_2,Question 69,4,(A) As a result,(B) Moreover,(C) On the other hand,(D) Unfortunately
test18_70,test18_part6_2,Question 70,2,(A) is expressing,(B) have expressed,(C) expression,(D) be expressive
test18_71,test18_part6_2,Question 71,1,"(A) However, some of the noises are inevitable due to the nature of the businesses.",(B) They will fully cooperate with our committee.,(C) They have responded to our concerns and will work to keep noise levels low.,"(D) However, they are losing money over this matter."
test18_72,test18_part6_2,Question 72,3,(A) continue,(B) continues,(C) continued,(D) be continuing
test18_73,test18_part7_1,What is the purpose of the e-mail?,2,(A) To inform the suppliers of a mistake,(B) To keep give an employee instructions,(C) To order a shipment of beverages,(D) To inventory of products
test18_74,test18_part7_1,Why is Victor concerned about the shipment?,3,(A) The products are fragile.,(B) They may arrive late.,(C) They are temperature sensitive.,(D) They are for an important client.
test18_75,test18_part7_1,"In which of the positions marked [1], [2], [3] and [4] does the following sentence belong? “I’m worried about the weather.”",2,(A) [1],(B) [2],(C) [3],(D) [4]
test18_76,test18_part7_2,What is mentioned about Marigold Bakery?,3,(A) It is internationally known.,(B) It employs local students.,(C) It offers options for those with dietary restrictions.,(D) Its store space can be rented for various events.
test18_77,test18_part7_2,"According to the advertisement, what will happen in September?",1,(A) The store will shut down for renovations.,(B) A classroom will be constructed.,(C) The menu will be expanded.,(D) The shop will cater a community event.
test18_78,test18_part7_2,What is indicated about the cooking class?,4,(A) It will be held at a community center this year.,(B) It has been going on for over 30 years.,(C) It is taught by an experienced baker.,(D) It is designed for local teenagers.
test18_79,test18_part7_3,What is the purpose of Mr. Gibsonâ€™s e-mail?,2,(A)To schedule a management seminar,(B)To respond to an inquiry from a potential client,(C)To announce the new services of a company,(D)To give advice on employee recruitment
test18_80,test18_part7_3,"What is indicated about Ace HR Consulting, Inc.?",3,(A)It will merge with a well-established company.,(B)It has moved its main office to the U.K.,(C)It serves customers in more than one country.,(D)It has purchased several graphic design
test18_81,test18_part7_3,"The word â€œassureâ€ in paragraph 3, is closest in meaning to",2,(A)promote,(B)promise,(C)secure,(D)convince
test18_82,test18_part7_3,"In which of the positions marked [1], [2], [3], and [4] does the following sentence best belong? â€œTherefore, choosing Dubai as the location for your satellite office is definitely a smart move.â€",2,(A) [1],(B) [2],(C) [3],(D) [4]
test18_83,test18_part7_4,What is indicated about Lagrange Clothing?,3,(A)Its global sales have improved considerably.,(B)It was originally founded in Brussels.,(C)It has previously focused on domestic sales.,(D)It intends to open a manufacturing plant in London.
test18_84,test18_part7_4,What is suggested about Lagrange Clothingâ€™s European stores?,4,(A)They will primarily sell world-famous clothing brands.,(B)They will be the largest of the companyâ€™s locations.,(C)They have recently been visited by Peter Radcliffe.,(D)They are scheduled to open for business next March.
test18_85,test18_part7_4,"According to the article, what has Lagrange Clothing accomplished this year?",3,(A)It achieved more sales than its competitors.,(B)It made a business deal with a foreign firm.,(C)It opened its latest fashion store.,(D)It released a new line of clothing.
test18_86,test18_part7_4,"In which of the positions marked [1], [2], [3], and [4] does the following sentence best belong? â€œIf Lagrange Clothing continues to expand so quickly, Mr. Radcliffeâ€™s goal may become a reality.â€",3,(A) [1],(B) [2],(C) [3],(D) [4]
test18_87,test18_part7_5,What problem does Ms. Adkins mention?,2,(A)Her warranty has been misplaced.,(B)An electronic device is malfunctioning.,(C)Her pictures were rejected by a magazine.,(D)She is not sure which model she needs.
test18_88,test18_part7_5,What is true about the Viewsnap R-400?,3,(A)It is sold with an adjustable lens.,(B)It takes black and white pictures.,(C)It is designed for outdoor photography.,(D)Its shutter should be dusted regularly.
test18_89,test18_part7_5,"At 8:48 P.M., what does Ms. Adkins mean when she writes, â€œIâ€™m afraid notâ€?",2,(A)She does not want to pay for repairs.,(B)She is unable to receive a replacement.,(C)She cannot upgrade the technology.,(D)She cannot delete photographs.
test18_90,test18_part7_5,What can be inferred about Mr. Wilkes?,1,(A)He is familiar with the problem.,(B)He develops his own images.,(C)He sells equipment at an electronics store.,(D)He owns the R-400 model.
test18_91,test18_part7_6,Why did Mr. Pearson send the letter?,3,(A)To tell about new cleaning supplies,(B)To promote recycling practices,(C)To introduce a cleaning service,(D)To explain a change in ownership
test18_92,test18_part7_6,"According to the letter, whatâ€™s unique about Ready Hands?",2,(A)It cleans offices and homes for a low price.,(B)Its cleansers are safe for rivers and streams.,(C)It hires only the most experienced employees.,(D)It monitors the indoor air quality.
test18_93,test18_part7_6,Which is NOT a service that Ready Hands provides for all customers?,4,(A)Dusting surfaces,(B)Cleaning bathroom sinks,(C)Vacuuming floors,(D)Scrubbing windows
test18_94,test18_part7_6,What can be inferred about Ms. Hargis?,3,(A)She usually wears classic clothing.,(B)She currently cleans the office herself.,(C)Her business is located in Longview.,(D)Her storeâ€™s goods often sell out.
test18_95,test18_part7_6,What special request does Ms. Hargis make?,4,(A)Tidying her desk,(B)Dusting the warehouse,(C)Cleaning air vents,(D)Moving some clothes
test18_96,test18_part7_7,Why should Ms. Cummings call the number provided?,1,(A)To activate the phones she purchased,(B)To set up a pre-payment cell plan,(C)To add credit to her phone accounts,(D)To get information about service providers
test18_97,test18_part7_7,What is indicated about account plans?,2,(A)They are for domestic calls only.,(B)They are billed on the same date every month.,(C)They are restricted to company accounts.,(D)They require an ID check beforehand.
test18_98,test18_part7_7,What information can be found on the Web page?,4,(A)Voicemail support,(B)Data download limits,(C)International dialing codes,(D)Account service charges
test18_99,test18_part7_7,Which plan gives free international calls in the evenings?,4,(A)The Voyager Package,(B)The Sterling Package,(C)The Prime Package,(D)The Champion Package
test18_100,test18_part7_7,Which phone model requires text activation?,3,(A)RG243,(B)PG399,(C)TRX440,(D)PT800
