question_id,group_question_id,question_text,correct_answer,ans_1,ans_2,ans_3,ans_4
test4_104,test4_part5_4,Reed-Winton Machines____ announced that its researchers are in the final stages of developing a revolutionary new natural gas-powered engine.,1,(A)recently,(B)financially,(C)permanently,(D)hardly
test4_105,test4_part5_5,Guests who are interested in tomorrowâ€™s ____ to Ko Kret Island may join the tour group by signing up at the reception desk.,1,(A)excursion,(B)itinerary,(C)reservation,(D)proposal
test4_106,test4_part5_6,"Of all the customers____ responded to the survey, 80 percent usually purchase industrial products online.",1,(A)who,(B)whose,(C)they,(D)what
test4_107,test4_part5_7,"The Library of the National Assembly is ____ to all members of the public, but books cannot be checked out.",3,(A)invited,(B)right,(C)open,(D)intended
test4_108,test4_part5_8,The recruiter in charge of the vacancy will examine the applications and contact the candidates____ the next five working days.,4,(A)toward,(B)between,(C)among,(D)within
test4_109,test4_part5_9,This palace was______ used for public ceremonies and celebrations.,1,(A) traditionally,(B) traditional,C) tradition,(D) traditions
test4_110,test4_part5_10,"After the tellers at Stewart Bank underwent extensive training, they treated the customers ______.",1,(A) more courteously,(B) courteous,(C) most courteous,(D) courtesy
test4_111,test4_part5_11,The path through Morrison Park was constructed not only for cyclists ______ joggers.,1,(A) but also,(B) though,(C) in addition to,(D) neither
test4_112,test4_part5_12,"Because the team was already behind schedule, the manager did not ______ to Ms. Norton’s vacation request.",3,(A) accept,(B) ensure,(C) consent,(D) finalize
test4_113,test4_part5_13,A gate agent at the airport announced a flight ______ caused by severe weather at the destination.,3,(A) canceling,(B) cancels,(C) cancellation,(D) cancel
test4_114,test4_part5_14,The negotiators made a few minor changes to the contract to make the terms ______ to both parties.,1,(A) agreeable,(B) agreement,(C) agree,(D) agreeing
test4_115,test4_part5_15,There is a ______ difference between the business’s revenues during the peak season compared to the off-peak season.,3,(A) prosperous,(B) rural,(C) significant,(D) preparatory
test4_116,test4_part5_16,The manufacturing plant that was damaged in the typhoon should ______ its operations later this month.,2,(A) resumed,(B) be resuming,(C) had resumed,D) resuming
test4_117,test4_part5_17,The chairperson ______ by an anonymous vote involving all members.,4,(A) has been selecting,(B) had to select,(C) is selecting,(D) will be selected
test4_118,test4_part5_18,The occupancy rate at Starburst Hotel has ______ by 24% due to increased competition.,2,(A) relied,(B) fallen,(C) expired,(D) coincided
test4_119,test4_part5_19,"______ the outdated equipment is replaced with state-of-the-art machinery, productivity will be more than double.",3,(A) Whether,(B) Later,(C) When,(D) Momentarily
test4_120,test4_part5_20,A certificate of ______ was given to the participants in the public speaking skills course.,1,(A) accomplishment,(B) accomplish,(C) accomplished,(D) accomplishing
test4_121,test4_part5_21,City politicians will debate the ______ issue at the town hall meeting so that voters can have a better understanding of it.,3,(A) competent,(B) observant,(C) complicated,(D) indecisive
test4_122,test4_part5_22,The successful candidate will be contacted by an HR representative once the hiring committee makes its ______ decision.,3,(A) disposable,(B) numerous,(C) final,(D) portable
test4_123,test4_part5_23,Providing low-interest loans to small businesses is a key______ of the recovery plan.,3,(A) vacancy,(B) status,(C) component,(D) rate
test4_124,test4_part5_24,One of the supervisors questioned Ms.Marshall ______ her role in the misuse of the investment funds.,3,(A) unless,(B) among,(C) about,(D) into
test4_125,test4_part5_25,The novelist said that his writing was ______ influenced by the late writer Edward Truitt.,4,(A) manually,(B) insecurely,(C) regretfully,(D) profoundly
test4_126,test4_part5_26,"______ the hospital experiences a power outage, power generators will turn on automatically to supply the necessary electricity.",1,(A) If,(B) Until,(C) What,(D) So
test4_127,test4_part5_27,The chef ______ prepares the entree for a restaurant critic often comes out to greet him or her in person.,4,(A) whose,(B) what,(C) either,(D) who
test4_128,test4_part5_28,The CEO held a press conference to ______ for the negative health effects caused by her company’s products.,2,(A) apologized,(B) apologize,(C) apologizes,(D) apologizing
test4_129,test4_part5_29,Sales _____are unavailable to take your call at the moment will call you back as soon as possible.,3,(A) representation,(B) represents,(C) representatives,(D) representative
test4_130,test4_part5_30,The seafood sold by Pacific Plus is ______ and therefore must be transported in a temperature-controlled vehicle.,4,(A) suitable,(B) widespread,(C) cautious,(D) perishable
test4_131,test4_part6_1,Question 131,2,(A) increasing,(B) have increased,(C) were increased,(D) increases
test4_132,test4_part6_1,Question 132,4,(A) We are thinking of dropping such items from our product list.,(B) We may need to increase the shipping and handling cost.,(C) An added insurance cost for such items has been suggested.,"(D) Because of this, we have temporarily suspended the shipping of accessories and other fragile items."
test4_133,test4_part6_1,Question 133,3,(A) secure,(B) affect,(C) ensure,(D) warrant
test4_134,test4_part6_1,Question 134,1,(A) emergency,(B) necessity,(C) decisive,(D) extensive
test4_135,test4_part6_2,Question 135,3,(A) Until,(B) Around,(C) Since,(D) Through
test4_136,test4_part6_2,Question 136,3,(A) Drop in today to schedule a tour of one of our twenty facilities.,(B) We are the biggest manufacture of environmentally cleaning supplies in the Northwest.,"(C) As a service company, we consider our employees to be our most important asset.",(D) Allow us to work for you by calling us today to take care of all of your accounting needs.
test4_137,test4_part6_2,Question 137,1,(A) success,(B) drive,(C) support,(D) determination
test4_138,test4_part6_2,Question 138,4,(A) to operate,(B) operates,(C) operated,(D) operation
test4_139,test4_part6_3,Question 139,3,(A) spend,(B) to spend,(C) spending,(D) spent
test4_140,test4_part6_3,Question 140,2,(A) You must be good with animals.,"(B) Our company is committed to providing the best floral arrangements for our clients, no matter what their needs.",(C) We use the best fabrics in our designs.,(D) All people love our commitment to safety.
test4_141,test4_part6_3,Question 141,1,(A) oriented,(B) prime,(C) located,(D) sourced
test4_142,test4_part6_3,Question 142,1,(A) you,(B) I,(C) they,(D) we
test4_143,test4_part6_4,Question 143,4,(A) As a result,(B) Moreover,(C) On the other hand,(D) Unfortunately
test4_144,test4_part6_4,Question 144,2,(A) is expressing,(B) have expressed,(C) expression,(D) be expressive
test4_145,test4_part6_4,Question 145,1,"(A) However, some of the noises are inevitable due to the nature of the businesses.",(B) They will fully cooperate with our committee.,(C) They have responded to our concerns and will work to keep noise levels low.,"(D) However, they are losing money over this matter."
test4_146,test4_part6_4,Question 146,3,(A) continue,(B) continues,(C) continued,(D) be continuing
test4_147,test4_part7_1,What does Henderson Inc. sell?,1,(A) Home appliances,(B) Office furniture,(C) Computer equipment,(D) Construction materials
test4_148,test4_part7_1,What is indicated about Ms. Ward?,3,(A) She must pick up her items in person.,(B) She is eligible for a special discount.,(C) She will receive her deliveries at no charge.,(D) She paid with a check.
test4_149,test4_part7_2,What is suggested about Ms. Berry?,3,(A) She is eating a snack.,(B) She will be promoted.,(C) She is in the middle of meeting.,(D) She plans on cancelling a lunch appointment.
test4_150,test4_part7_2,"At 10:13, what does Ms. Berry mean when she writes, â€œAre you bailing on it?â€",2,(A) Sheâ€™s asking if Mr. Cooper has finished his meeting.,(B) Sheâ€™s inquiring if Mr. Cooper will be missing the appointment.,(C) She wants to know if Mr. Cooper will go to North Point.,(D) She would like Mr. Cooper to notify her when he leaves.
test4_151,test4_part7_3,What is indicated about Superbox Theaters?,4,(A) It will screen fewer films this December.,(B) It is hiring part-timers.,(C) It will be adding a new theater location.,(D) It is providing lower prices on certain screenings.
test4_152,test4_part7_3,What are customers able to do on the website?,2,(A) Demand a refund,(B) Select a seat location,(C) Sign up for a newsletter,(D) Renew their membership
test4_153,test4_part7_4,What is the purpose of the e-mail?,1,(A) To reschedule a meeting,(B) To request a monthly operating report,(C) To introduce a new employee,(D) To propose a new marketing strategy
test4_154,test4_part7_4,What does the e-mail indicate about Mr. Ito?,3,(A) He is changing positions.,(B) He often travels for business.,(C) He works in advertising.,(D) He is a client of Mr. Millerâ€™s.
test4_155,test4_part7_5,What is the purpose of the e-mail?,2,(A) To inform the suppliers of a mistake,(B) To keep give an employee instructions,(C) To order a shipment of beverages,(D) To inventory of products
test4_156,test4_part7_5,Why is Victor concerned about the shipment?,3,(A) The products are fragile.,(B) They may arrive late.,(C) They are temperature sensitive.,(D) They are for an important client.
test4_157,test4_part7_5,"In which of the positions marked [1], [2], [3] and [4] does the following sentence belong? â€œIâ€™m worried about the weather.â€",2,(A) [1],(B) [2],(C) [3],(D) [4]
test4_158,test4_part7_6,What is mentioned about Marigold Bakery?,3,(A) It is internationally known.,(B) It employs local students.,(C) It offers options for those with dietary restrictions.,(D) Its store space can be rented for various events.
test4_159,test4_part7_6,"According to the advertisement, what will happen in September?",1,(A) The store will shut down for renovations.,(B) A classroom will be constructed.,(C) The menu will be expanded.,(D) The shop will cater a community event.
test4_160,test4_part7_6,What is indicated about the cooking class?,4,(A) It will be held at a community center this year.,(B) It has been going on for over 30 years.,(C) It is taught by an experienced baker.,(D) It is designed for local teenagers.
test4_161,test4_part7_7,Where most likely are the participants?,3,(A) At a restaurant,(B) At a pizza shop,(C) At a company,(D) In an electronics shop
test4_162,test4_part7_7,"At 12:10, what does Martin Lee mean when he says, â€œCount me inâ€?",3,(A) Heâ€™s doing a presentation.,(B) Heâ€™s in his office.,(C) He would like to go out for lunch.,(D) Heâ€™s currently in a meeting.
test4_163,test4_part7_7,What is indicated about the presentation?,2,(A) It will be presented after lunch.,(B) It is about new products.,(C) It is very long.,(D) It needs more information.
test4_164,test4_part7_7,What will Martin Lee most likely help the presenters with?,1,(A) Their graphics,(B) Their information,(C) Their computer use,(D) Their presentation format
test4_165,test4_part7_8,What is the purpose of the e-mail?,4,(A) To organize a business trip,(B) To request updated information,(C) To offer additional skills training,(D) To promote a community event
test4_166,test4_part7_8,What would probably NOT be necessary for participants?,1,(A) A company uniform,(B) A mosquito spray can,(C) A rake,(D) A sandwich
test4_167,test4_part7_8,"According to the e-mail, what is Mr. Lewis responsible for?",3,(A) Raising awareness about food waste,(B) Analyzing customer feedback,(C) Assigning individuals tasks,(D) Cleaning a community center
test4_168,test4_part7_9,What is indicated about Mr. Sanchez?,2,(A) He works at an auto repair shop.,(B) He started his own business.,(C) He is a race car driver.,(D) He designs a variety of vehicles.
test4_169,test4_part7_9,The word â€œcarriesâ€ in paragraph 1 is closest in meaning to,3,(A) moves,(B) manufactures,(C) sells,(D) develops
test4_170,test4_part7_9,What is suggested about Sanchez Motors?,1,(A) It allows customers to test products.,(B) It operates a store in downtown Stockton.,(C) It offers vehicle customization.,(D) It closes on weekends.
test4_171,test4_part7_9,What is available to customers until the end of the year?,3,(A) Discounts on sports cars and vans,(B) An extended warranty at no extra cost,(C) A special payment option,(D) A free oil change with any purchase
test4_172,test4_part7_10,What is the main topic of the article?,3,(A) Alternative energy sources,(B) Environmentally friendly cities,(C) The opening of a new factory,(D) The future of car companies
test4_173,test4_part7_10,What will happen to the old car factories?,2,(A) They will be destroyed and rebuilt.,(B) They will be the new site of the hydrogen fuel car company.,(C) They will be turned into office buildings.,(D) They will house all the old conventional cars.
test4_174,test4_part7_10,What is suggested about Korden?,4,(A) It will become one of the greenest cities.,(B) Its economy will stay stagnant.,(C) It will attract new car companies.,(D) It will grow economically.
test4_175,test4_part7_10,"In which of the positions marked [1], [2], [3] and [4] does the following sentence belong?
 â€œThis is welcome news for a town that has suffered economically after the closure of its car manufacturing plants in the 1990â€™s and after its stagnant growth since then.â€",3,(A) [1 ],(B) [2],(C) [3],(D) [4]
test4_176,test4_part7_11,What does Mr. Draper suggest Mr. Brown do?,2,(A) Apply for a position,(B) Arrange a meeting,(C) Make a down payment in April,(D) Become a bank member
test4_177,test4_part7_11,How is Mr. Brown advised to keep track of his loan?,3,(A) By meeting with Mr. Draper,(B) By reading a regular e-mail from a bank,(C) By using banking services on the Internet,(D) By calling a bank hotline
test4_178,test4_part7_11,What information does the web page provide?,3,(A) Bank account statements,(B) Quarterly interest rates,(C) Repayment options,(D) A roster of members
test4_179,test4_part7_11,What plan is suitable for those with unstable earnings?,3,(A) Fixed-Rate Mortgage Loan,(B) Adjustable-Rate Mortgage Loan,(C) Interest-Only Mortgage Loan,(D) Home Opportunity Loan
test4_180,test4_part7_11,What is indicated about Mr. Brown?,3,(A) He made a large down payment.,(B) He earns a steady salary.,(C) He recently bought his first home,(D) He will retire in the near future.
test4_181,test4_part7_12,"According to Ms. Piers, what is true about consumer electronics?",1,(A) Their demand is constantly increasing.,(B) They are becoming more and more expensive.,(C) They will be produced only in a few countries.,(C) They will be produced only in a few countries.
test4_182,test4_part7_12,What is Sun Microchips planning to do?,3,(A) Launch the latest model of smartphone,(B) Build a new factory overseas,(C) Give preference to local job candidates,(D) Hire a new chief executive officer
test4_183,test4_part7_12,Who most likely is Ms. Zimmerman?,2,(A) A computer technician,(B) A human resources manager,(C) A factory worker,(D) An accountant
test4_184,test4_part7_12,What is the purpose of the e-mail?,3,(A) To quit a job,(B) To postpone an appointment,(C) To ask for an interview,(D) To accept a job offer
test4_185,test4_part7_12,What can be inferred about Mr. Henry?,4,(A) He is a local resident of Madison.,(B) He has a degree in computer science.,(C) He currently works at Sun Microchips.,(D) He wants an office position.
test4_186,test4_part7_13,What is the purpose of the e-mail?,2,(A) To introduce new members,(B) To promote upcoming events,(C) To announce some schedule adjustments,(D) To solicit donations
test4_187,test4_part7_13,What is indicated about Ebert Butler?,1,(A) His wife is an illustrator.,(B) He has recently published his first book.,(C) He has several cats.,(D) He will receive an award soon.
test4_188,test4_part7_13,"According to the chat board, what does Donna Ward excel at?",3,(A) Creating vivid photographs,(B) Writing successful screenplays,(C) Understanding the role of timing and storylines,(D) Working with young poets
test4_189,test4_part7_13,When can library users meet Kathy Butler?,4,(A) On Wednesday,(B) On Friday,(C) On Saturday,(D) On Sunday
test4_190,test4_part7_13,What will likely happen after the Creative Writers Workshop on August 2?,2,(A) Everyone will know how to write poetry better.,(B) Chuck and Jim will exchange their work to give each other feedback.,(C) To announce some schedule adjustments,(D) To solicit donations
test4_191,test4_part7_14,What is indicated about Red Rock Leather Goods’ products?,3,(A) They are sold nationwide.,(B) They are relatively expensive.,(C) They are made by hand.,(C) They are made by hand.
test4_192,test4_part7_14,Why did Ms. Perkins fill out a form?,2,(A) To receive a cash refund on a product,(B) To report a defective item,(C) To file a customer service complaint,(D) To extend a warranty contract
test4_193,test4_part7_14,How much would Ms. Perkins be charged if her item was purchased at a second-hand store?,3,(A) $15,(B) $20,C) $30,(D) $45
test4_194,test4_part7_14,"In the letter to Melisa Perkins, the word “patronage” in line 7 is closest in meaning to",2,(A) Marketing,(B) Support,(C) Competition,(D) Investment
