part_id,group_question_id,url_image1,url_image2,url_image3,url_image4,url_image5,url_audio,test_id
5,test18_part5_2,,,,,,,18
5,test18_part5_3,,,,,,,18
5,test18_part5_4,,,,,,,18
5,test18_part5_5,,,,,,,18
5,test18_part5_6,,,,,,,18
5,test18_part5_7,,,,,,,18
5,test18_part5_8,,,,,,,18
5,test18_part5_9,,,,,,,18
5,test18_part5_10,,,,,,,18
5,test18_part5_11,,,,,,,18
5,test18_part5_12,,,,,,,18
5,test18_part5_13,,,,,,,18
5,test18_part5_14,,,,,,,18
5,test18_part5_15,,,,,,,18
6,test18_part6_1,https://drive.google.com/uc?export=view&id=1IIhJjkNqZVztGTKuMW-zjVepgsjoicAM,,,,,,18
6,test18_part6_2,https://drive.google.com/uc?export=view&id=1h0FLW75QeYcnij9AhzAIwDV_kT7QbGUi,,,,,,18
7,test18_part7_1,https://drive.google.com/uc?export=view&id=1pf81-FCA-HpJGbyPUWYfZWzzBH5uenZX,,,,,,18
7,test18_part7_2,https://drive.google.com/uc?export=view&id=1c6vbBWzVjVTKXREqqnOYcgc-lOznHCvf,,,,,,18
7,test18_part7_3,https://drive.google.com/uc?export=view&id=16et4wEzk9xF6YEX467rQQN0WehY9uE8j,,,,,,18
7,test18_part7_4,https://drive.google.com/uc?export=view&id=1OtyHMqUHWnyPp1KeC2LZfYUuWzL5yj_J,,,,,,18
7,test18_part7_5,https://drive.google.com/uc?export=view&id=12g3YK452YjeIauJBkuwe-1d4C10fC0jp,https://drive.google.com/uc?export=view&id=1EkjqusvIYpeZYH2YZx5dv8fasnJalVYK,,,,,18
7,test18_part7_6,https://drive.google.com/uc?export=view&id=1iENd4fnLeDifn2hex9yCjgdNaXBhfkVF,https://drive.google.com/uc?export=view&id=1Uz9Fvbx12HwBj5ALjwtvm1_tEU39kI-C,,,,,18
7,test18_part7_7,https://drive.google.com/uc?export=view&id=1N_4lmAuxiIS_RV8byNQqEP9MvBU0-yF_,https://drive.google.com/uc?export=view&id=1JNzCf24JqCT_NEF40PdZ-Axwl7ZBJCaC,,,,,18
